constIndex:135|chunk_maint2_5d (34)|localPosition.x:-0040.96000|localPosition.y:0034.93500|localPosition.z:0001.65490|localRotation.x:0000.00000|localRotation.y:0000.92388|localRotation.z:0000.38268|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.41422
constIndex:70|chunk_exec3_4 (10)|localPosition.x:-0007.68000|localPosition.y:0033.92000|localPosition.z:-0028.16000|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:70|chunk_exec3_4 (11)|localPosition.x:-0007.68000|localPosition.y:0033.92000|localPosition.z:-0033.28000|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:70|chunk_exec3_4 (12)|localPosition.x:-0005.12000|localPosition.y:0033.92000|localPosition.z:-0030.72000|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:70|chunk_exec3_4 (13)|localPosition.x:-0005.12000|localPosition.y:0033.92000|localPosition.z:-0028.16000|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:70|chunk_exec3_4 (14)|localPosition.x:-0005.12000|localPosition.y:0033.92000|localPosition.z:-0033.28000|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:70|chunk_exec3_4 (15)|localPosition.x:0005.12000|localPosition.y:0033.92000|localPosition.z:-0030.72000|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:70|chunk_exec3_4 (16)|localPosition.x:0005.12000|localPosition.y:0033.92000|localPosition.z:-0028.16000|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:70|chunk_exec3_4 (17)|localPosition.x:0005.12000|localPosition.y:0033.92000|localPosition.z:-0033.28000|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:70|chunk_exec3_4 (18)|localPosition.x:0015.36000|localPosition.y:0033.92000|localPosition.z:-0033.28000|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:70|chunk_exec3_4 (19)|localPosition.x:0015.36000|localPosition.y:0033.92000|localPosition.z:-0030.72000|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:70|chunk_exec3_4 (20)|localPosition.x:0015.36000|localPosition.y:0033.92000|localPosition.z:-0035.84000|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:70|chunk_exec3_4 (21)|localPosition.x:0017.92000|localPosition.y:0033.92000|localPosition.z:-0048.64000|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:70|chunk_exec3_4 (22)|localPosition.x:0017.92000|localPosition.y:0033.92000|localPosition.z:-0046.08000|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:70|chunk_exec3_4 (23)|localPosition.x:0017.92000|localPosition.y:0033.92000|localPosition.z:-0051.20000|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:70|chunk_exec3_4 (24)|localPosition.x:0020.48000|localPosition.y:0033.92000|localPosition.z:-0048.64000|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:70|chunk_exec3_4 (25)|localPosition.x:0020.48000|localPosition.y:0033.92000|localPosition.z:-0046.08000|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:70|chunk_exec3_4 (26)|localPosition.x:0020.48000|localPosition.y:0033.92000|localPosition.z:-0051.20000|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:70|chunk_exec3_4 (27)|localPosition.x:0023.04000|localPosition.y:0033.92000|localPosition.z:-0048.64000|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:70|chunk_exec3_4 (28)|localPosition.x:0023.04000|localPosition.y:0033.92000|localPosition.z:-0046.08000|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:70|chunk_exec3_4 (29)|localPosition.x:0023.04000|localPosition.y:0033.92000|localPosition.z:-0051.20000|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:70|chunk_exec3_4 (30)|localPosition.x:0028.16000|localPosition.y:0033.92000|localPosition.z:-0046.08000|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:70|chunk_exec3_4 (31)|localPosition.x:0028.16000|localPosition.y:0033.92000|localPosition.z:-0043.52000|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:70|chunk_exec3_4 (32)|localPosition.x:0028.16000|localPosition.y:0033.92000|localPosition.z:-0048.64000|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:70|chunk_exec3_4 (33)|localPosition.x:0030.72000|localPosition.y:0033.92000|localPosition.z:-0046.08000|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:70|chunk_exec3_4 (34)|localPosition.x:0030.72000|localPosition.y:0033.92000|localPosition.z:-0043.52000|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:70|chunk_exec3_4 (35)|localPosition.x:0030.72000|localPosition.y:0033.92000|localPosition.z:-0048.64000|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:70|chunk_exec3_4 (36)|localPosition.x:0033.28000|localPosition.y:0033.92000|localPosition.z:-0046.08000|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:70|chunk_exec3_4 (37)|localPosition.x:0033.28000|localPosition.y:0033.92000|localPosition.z:-0043.52000|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:70|chunk_exec3_4 (38)|localPosition.x:0033.28000|localPosition.y:0033.92000|localPosition.z:-0048.64000|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:70|chunk_exec3_4 (39)|localPosition.x:0035.84000|localPosition.y:0033.92000|localPosition.z:-0046.08000|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:70|chunk_exec3_4 (40)|localPosition.x:0035.84000|localPosition.y:0033.92000|localPosition.z:-0043.52000|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:70|chunk_exec3_4 (41)|localPosition.x:0035.84000|localPosition.y:0033.92000|localPosition.z:-0048.64000|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:70|chunk_exec3_4 (42)|localPosition.x:0038.40000|localPosition.y:0033.92000|localPosition.z:-0046.08000|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:70|chunk_exec3_4 (43)|localPosition.x:0038.40000|localPosition.y:0033.92000|localPosition.z:-0043.52000|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:70|chunk_exec3_4 (44)|localPosition.x:0038.40000|localPosition.y:0033.92000|localPosition.z:-0048.64000|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:70|chunk_exec3_4 (45)|localPosition.x:0040.96000|localPosition.y:0033.92000|localPosition.z:-0046.08000|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:70|chunk_exec3_4 (46)|localPosition.x:0040.96000|localPosition.y:0033.92000|localPosition.z:-0043.52000|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:70|chunk_exec3_4 (47)|localPosition.x:0040.96000|localPosition.y:0033.92000|localPosition.z:-0048.64000|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:70|chunk_exec3_4 (48)|localPosition.x:0028.16000|localPosition.y:0033.92000|localPosition.z:-0058.88000|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:70|chunk_exec3_4 (49)|localPosition.x:0028.16000|localPosition.y:0033.92000|localPosition.z:-0056.32000|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:70|chunk_exec3_4 (50)|localPosition.x:0028.16000|localPosition.y:0033.92000|localPosition.z:-0061.44000|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:70|chunk_exec3_4 (51)|localPosition.x:0030.72000|localPosition.y:0033.92000|localPosition.z:-0056.32000|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:70|chunk_exec3_4 (52)|localPosition.x:0030.72000|localPosition.y:0033.92000|localPosition.z:-0053.76000|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:70|chunk_exec3_4 (53)|localPosition.x:0030.72000|localPosition.y:0033.92000|localPosition.z:-0058.88000|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:70|chunk_exec3_4 (54)|localPosition.x:0033.28000|localPosition.y:0033.92000|localPosition.z:-0056.32000|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:70|chunk_exec3_4 (55)|localPosition.x:0033.28000|localPosition.y:0033.92000|localPosition.z:-0053.76000|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:70|chunk_exec3_4 (56)|localPosition.x:0033.28000|localPosition.y:0033.92000|localPosition.z:-0058.88000|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:70|chunk_exec3_4 (57)|localPosition.x:0035.84000|localPosition.y:0033.92000|localPosition.z:-0056.32000|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:70|chunk_exec3_4 (58)|localPosition.x:0035.84000|localPosition.y:0033.92000|localPosition.z:-0053.76000|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:70|chunk_exec3_4 (59)|localPosition.x:0035.84000|localPosition.y:0033.92000|localPosition.z:-0058.88000|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:70|chunk_exec3_4 (60)|localPosition.x:0038.40000|localPosition.y:0033.92000|localPosition.z:-0056.32000|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:70|chunk_exec3_4 (61)|localPosition.x:0038.40000|localPosition.y:0033.92000|localPosition.z:-0053.76000|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:70|chunk_exec3_4 (62)|localPosition.x:0038.40000|localPosition.y:0033.92000|localPosition.z:-0058.88000|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:70|chunk_exec3_4 (63)|localPosition.x:0040.96000|localPosition.y:0033.92000|localPosition.z:-0056.32000|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:70|chunk_exec3_4 (64)|localPosition.x:0040.96000|localPosition.y:0033.92000|localPosition.z:-0053.76000|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:70|chunk_exec3_4 (65)|localPosition.x:0040.96000|localPosition.y:0033.92000|localPosition.z:-0058.88000|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:70|chunk_exec3_4 (66)|localPosition.x:0046.08000|localPosition.y:0033.92000|localPosition.z:-0056.32000|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:70|chunk_exec3_4 (67)|localPosition.x:0046.08000|localPosition.y:0033.92000|localPosition.z:-0053.76000|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:70|chunk_exec3_4 (68)|localPosition.x:0046.08000|localPosition.y:0033.92000|localPosition.z:-0058.88000|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:70|chunk_exec3_4 (69)|localPosition.x:0048.64000|localPosition.y:0033.92000|localPosition.z:-0056.32000|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:70|chunk_exec3_4 (70)|localPosition.x:0048.64000|localPosition.y:0033.92000|localPosition.z:-0053.76000|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:70|chunk_exec3_4 (71)|localPosition.x:0048.64000|localPosition.y:0033.92000|localPosition.z:-0058.88000|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:70|chunk_exec3_4 (72)|localPosition.x:0053.76000|localPosition.y:0033.92000|localPosition.z:-0056.32000|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:70|chunk_exec3_4 (73)|localPosition.x:0053.76000|localPosition.y:0033.92000|localPosition.z:-0053.76000|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:70|chunk_exec3_4 (74)|localPosition.x:0053.76000|localPosition.y:0033.92000|localPosition.z:-0058.88000|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:70|chunk_exec3_4 (75)|localPosition.x:0056.32000|localPosition.y:0033.92000|localPosition.z:-0056.32000|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:70|chunk_exec3_4 (76)|localPosition.x:0056.32000|localPosition.y:0033.92000|localPosition.z:-0053.76000|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:70|chunk_exec3_4 (77)|localPosition.x:0056.32000|localPosition.y:0033.92000|localPosition.z:-0058.88000|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:70|chunk_exec3_4 (78)|localPosition.x:0058.88000|localPosition.y:0033.92000|localPosition.z:-0056.32000|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:70|chunk_exec3_4 (79)|localPosition.x:0058.88000|localPosition.y:0033.92000|localPosition.z:-0053.76000|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:70|chunk_exec3_4 (80)|localPosition.x:0058.88000|localPosition.y:0033.92000|localPosition.z:-0058.88000|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:70|chunk_exec3_4 (81)|localPosition.x:0081.92000|localPosition.y:0033.92000|localPosition.z:-0033.28000|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
constIndex:70|chunk_exec3_4 (82)|localPosition.x:0081.92000|localPosition.y:0033.92000|localPosition.z:-0030.72000|localRotation.x:0001.00000|localRotation.y:0000.00000|localRotation.z:0000.00000|localRotation.w:0000.00000|localScale.x:0001.00000|localScale.y:0001.00000|localScale.z:0001.00000
